"Cluster","Keywords","Count"
"Genre Loyalists","soundtrack",1
"Genre Loyalists","special effects",1
"Genre Loyalists","splatter",1
"Genre Loyalists","spy thriller",1
"Genre Loyalists","superb acting",1
"Genre Loyalists","superb ending",1
"Genre Loyalists","suspense thriller",1
"Genre Loyalists","sword and sorcery",1
"Genre Loyalists","symbolic",1
"Genre Loyalists","this genre",1
"Genre Loyalists","thrilled",1
"Genre Loyalists","thrillers",1
"Genre Loyalists","thrilling murder mystery",1
"Genre Loyalists","time travel",1
"Genre Loyalists","timeless",1
"Genre Loyalists","triad",1
"Genre Loyalists","trilogy",2
"Genre Loyalists","twisty terror",1
"Genre Loyalists","unique",1
"Genre Loyalists","vampires",1
"Genre Loyalists","vintage actors",1
"Genre Loyalists","war",1
"Genre Loyalists","wealthy socialites",1
"Genre Loyalists","western",3
"Genre Loyalists","yakuza",1
"Genre Loyalists","zombie",2
"Genre Loyalists","zombie genre",1
"Genre Loyalists","zombies",2
"Melodrama Buffs","19th-Century domesticity",1
"Melodrama Buffs","Christian",1
"Melodrama Buffs","Heroism",1
"Melodrama Buffs","Honor",1
"Melodrama Buffs","Jane Austen",3
"Melodrama Buffs","Kim Novak",1
"Melodrama Buffs","Lifetime",1
"Melodrama Buffs","Nicole Kidman",1
"Melodrama Buffs","abandoned",1
"Melodrama Buffs","acting",1
"Melodrama Buffs","adaptation",1
"Melodrama Buffs","adorable",2
"Melodrama Buffs","amazing",1
"Melodrama Buffs","amiable",1
"Melodrama Buffs","anger",1
"Melodrama Buffs","animated movies",1
"Melodrama Buffs","artistic presentation",1
"Melodrama Buffs","beautiful",7
"Melodrama Buffs","beautiful animation",1
"Melodrama Buffs","beautiful songs",1
"Melodrama Buffs","beautifully acted",1
"Melodrama Buffs","better portrayed",1
"Melodrama Buffs","bias",1
"Melodrama Buffs","bittersweet",1
"Melodrama Buffs","bravery",1
"Melodrama Buffs","brilliant",1
"Melodrama Buffs","brilliant performances",1
"Melodrama Buffs","bring a tear",1
"Melodrama Buffs","campy melodrama",1
"Melodrama Buffs","character depth",1
"Melodrama Buffs","character exploration",1
"Melodrama Buffs","character-driven",1
"Melodrama Buffs","characterization",1
"Melodrama Buffs","characters",3
"Melodrama Buffs","charismatic",1
"Melodrama Buffs","charm",1
"Melodrama Buffs","charming",4
"Melodrama Buffs","cheesy",1
"Melodrama Buffs","chemistry",2
"Melodrama Buffs","childhood",1
"Melodrama Buffs","comedy",2
"Melodrama Buffs","compelling songs",1
"Melodrama Buffs","concert scene",1
"Melodrama Buffs","conflict",1
"Melodrama Buffs","convincingly acted",1
"Melodrama Buffs","cried",1
"Melodrama Buffs","crush",1
"Melodrama Buffs","cry",2
"Melodrama Buffs","cute",1
"Melodrama Buffs","dancing",1
"Melodrama Buffs","dark story",1
"Melodrama Buffs","dazzled",1
"Melodrama Buffs","dealing with life",1
"Melodrama Buffs","decision",1
"Melodrama Buffs","dedication",1
"Melodrama Buffs","deep",1
"Melodrama Buffs","deep understanding",1
"Melodrama Buffs","deeply moved",1
"Melodrama Buffs","delightful",1
"Melodrama Buffs","deserved",1
"Melodrama Buffs","devastation",1
"Melodrama Buffs","disappointed",1
"Melodrama Buffs","disturbing",1
"Melodrama Buffs","drama",4
"Melodrama Buffs","dramas",1
"Melodrama Buffs","dreams",1
"Melodrama Buffs","emotion",5
"Melodrama Buffs","emotional",108
"Melodrama Buffs","emotional attraction",1
"Melodrama Buffs","emotional bond",1
"Melodrama Buffs","emotional conflict",1
"Melodrama Buffs","emotional confusion",1
"Melodrama Buffs","emotional connection",1
"Melodrama Buffs","emotional connections",1
"Melodrama Buffs","emotional experiences",1
"Melodrama Buffs","emotional journey",1
"Melodrama Buffs","emotional memories",1
"Melodrama Buffs","emotional performance",1
"Melodrama Buffs","emotional performances",1
"Melodrama Buffs","emotional relationship",1
"Melodrama Buffs","emotional segments",1
"Melodrama Buffs","emotional stories",11
"Melodrama Buffs","emotional story",2
"Melodrama Buffs","emotions",3
"Melodrama Buffs","empathise",1
"Melodrama Buffs","enchantment",1
"Melodrama Buffs","engagement",1
"Melodrama Buffs","enjoyable romp",1
"Melodrama Buffs","enjoyment",1
"Melodrama Buffs","entertaining",1
"Melodrama Buffs","excellent movie",1
"Melodrama Buffs","expression",1
"Melodrama Buffs","extraordinary cast",1
"Melodrama Buffs","family",1
"Melodrama Buffs","family dynamics",2
"Melodrama Buffs","family film",1
"Melodrama Buffs","family members",1
"Melodrama Buffs","family movie",1
"Melodrama Buffs","family story",1
"Melodrama Buffs","family support",1
"Melodrama Buffs","family values",1
"Melodrama Buffs","fantastic",1
"Melodrama Buffs","fascinating",1
"Melodrama Buffs","father-figure",1
"Melodrama Buffs","favorite",1
"Melodrama Buffs","feel better",1
"Melodrama Buffs","feel for the characters",1
"Melodrama Buffs","feel good",3
"Melodrama Buffs","feel-good",1
"Melodrama Buffs","feelgood",1
"Melodrama Buffs","feminist point",1
"Melodrama Buffs","fight",1
"Melodrama Buffs","forbidden loves",1
"Melodrama Buffs","friendship",3
"Melodrama Buffs","fun songs",1
"Melodrama Buffs","funniest moments",1
"Melodrama Buffs","gay relationships",1
"Melodrama Buffs","genuine",1
"Melodrama Buffs","genuinely moving",1
"Melodrama Buffs","gorgeous",1
"Melodrama Buffs","great",1
"Melodrama Buffs","great acting",1
"Melodrama Buffs","great actors",1
"Melodrama Buffs","great dialog",1
"Melodrama Buffs","great drama",1
"Melodrama Buffs","great fun",1
"Melodrama Buffs","great message",1
"Melodrama Buffs","great music",1
"Melodrama Buffs","great story",1
"Melodrama Buffs","greatness of drama",1
"Melodrama Buffs","grief",2
"Melodrama Buffs","growing up",1
"Melodrama Buffs","growth",1
"Melodrama Buffs","guilty pleasure",1
"Melodrama Buffs","happiness",2
"Melodrama Buffs","hardship",1
"Melodrama Buffs","heart",1
"Melodrama Buffs","heart strings",1
"Melodrama Buffs","heart warming",1
"Melodrama Buffs","heart wrenching",1
"Melodrama Buffs","heart-filled",1
"Melodrama Buffs","heart-warming",1
"Melodrama Buffs","heart-wrenching",1
"Melodrama Buffs","heartache",1
"Melodrama Buffs","heartbreaking",1
"Melodrama Buffs","heartfelt",2
"Melodrama Buffs","heartstrings",2
"Melodrama Buffs","heartwarming",6
"Melodrama Buffs","hope",2
"Melodrama Buffs","hottest woman",1
"Melodrama Buffs","hugely enjoyable",1
"Melodrama Buffs","human",1
"Melodrama Buffs","human connection",1
"Melodrama Buffs","human desires",1
"Melodrama Buffs","human quality",1
"Melodrama Buffs","humanity",2
"Melodrama Buffs","humor",1
"Melodrama Buffs","humorous",1
"Melodrama Buffs","humour",1
"Melodrama Buffs","hypocrisy",1
"Melodrama Buffs","impact",1
"Melodrama Buffs","impressed",1
"Melodrama Buffs","impressive cast",1
"Melodrama Buffs","innocence",1
"Melodrama Buffs","innocent story",1
"Melodrama Buffs","inspiration",1
"Melodrama Buffs","inspirational",1
"Melodrama Buffs","inspiring",1
"Melodrama Buffs","intelligent script",1
"Melodrama Buffs","intense",1
"Melodrama Buffs","interaction",1
"Melodrama Buffs","intergenerational love",1
"Melodrama Buffs","intimate moments",1
"Melodrama Buffs","jealousy",1
"Melodrama Buffs","joy",1
"Melodrama Buffs","laugh",1
"Melodrama Buffs","leadership",1
"Melodrama Buffs","life choices",1
"Melodrama Buffs","life experiences",1
"Melodrama Buffs","light and breezy",1
"Melodrama Buffs","light heart",1
"Melodrama Buffs","light-hearted",1
"Melodrama Buffs","likable",1
"Melodrama Buffs","longings",1
"Melodrama Buffs","loss",1
"Melodrama Buffs","love",17
"Melodrama Buffs","love affair",1
"Melodrama Buffs","love interest",1
"Melodrama Buffs","love life",1
"Melodrama Buffs","love stories",1
"Melodrama Buffs","love story",8
"Melodrama Buffs","love triangle",2
"Melodrama Buffs","loveable characters",1
"Melodrama Buffs","lovely",1
"Melodrama Buffs","loving family",1
"Melodrama Buffs","lust",1
"Melodrama Buffs","magical counterpoint",1
"Melodrama Buffs","marriage",1
"Melodrama Buffs","masterpiece",2
"Melodrama Buffs","melodramatics",1
"Melodrama Buffs","memorable songs",1
"Melodrama Buffs","military",1
"Melodrama Buffs","mother",1
"Melodrama Buffs","moved",1
"Melodrama Buffs","moving",4
"Melodrama Buffs","moving performance",1
"Melodrama Buffs","music",1
"Melodrama Buffs","musical",3
"Melodrama Buffs","musicals",2
"Melodrama Buffs","nostalgia",5
"Melodrama Buffs","nostalgic",1
"Melodrama Buffs","original story",1
"Melodrama Buffs","original uncut",1
"Melodrama Buffs","outlandish situations",1
"Melodrama Buffs","outstanding songs",1
"Melodrama Buffs","overcoming racism",1
"Melodrama Buffs","pain",1
"Melodrama Buffs","painful",1
"Melodrama Buffs","passion",3
"Melodrama Buffs","passionate love obsession",1
"Melodrama Buffs","passions",1
"Melodrama Buffs","performance",4
"Melodrama Buffs","performances",1
"Melodrama Buffs","performer",1
"Melodrama Buffs","personal",1
"Melodrama Buffs","physical comedy",1
"Melodrama Buffs","poetry",1
"Melodrama Buffs","poignant passion",1
"Melodrama Buffs","power",1
"Melodrama Buffs","powerful",2
"Melodrama Buffs","pride in the culture",1
"Melodrama Buffs","raunchy",1
"Melodrama Buffs","raw performance",1
"Melodrama Buffs","real",1
"Melodrama Buffs","real heart",1
"Melodrama Buffs","real romance",1
"Melodrama Buffs","redemption",3
"Melodrama Buffs","reflect on life",1
"Melodrama Buffs","relationship",4
"Melodrama Buffs","relationships",5
"Melodrama Buffs","revenge",1
"Melodrama Buffs","rock n roll",1
"Melodrama Buffs","role model",1
"Melodrama Buffs","romance",9
"Melodrama Buffs","romantic",36
"Melodrama Buffs","romantic Paris",1
"Melodrama Buffs","romantic comedies",2
"Melodrama Buffs","romantic comedy",3
"Melodrama Buffs","romantic drama",2
"Melodrama Buffs","romantic love story",1
"Melodrama Buffs","romantic obsession",1
"Melodrama Buffs","romantic scenes",1
"Melodrama Buffs","romanticism",1
"Melodrama Buffs","sad",3
"Melodrama Buffs","sad story plot",1
"Melodrama Buffs","sappy",1
"Melodrama Buffs","sappy story",1
"Melodrama Buffs","satire",1
"Melodrama Buffs","satisfied",1
"Melodrama Buffs","satisfying",1
"Melodrama Buffs","screwball romance",1
"Melodrama Buffs","second chances",1
"Melodrama Buffs","seduction",2
"Melodrama Buffs","sensitive",1
"Melodrama Buffs","sentimental",7
"Melodrama Buffs","serious observations",1
"Melodrama Buffs","serious topic",1
"Melodrama Buffs","sexual",1
"Melodrama Buffs","sexy",1
"Melodrama Buffs","simple film",1
"Melodrama Buffs","sisters",1
"Melodrama Buffs","softcore",1
"Melodrama Buffs","solid tale",1
"Melodrama Buffs","soul mate",1
"Melodrama Buffs","soul shake",1
"Melodrama Buffs","sparkling chemistry",1
"Melodrama Buffs","spiritually uplifting",1
"Melodrama Buffs","stalker stories",1
"Melodrama Buffs","steamy",1
"Melodrama Buffs","stirring",1
"Melodrama Buffs","story",1
"Melodrama Buffs","struggle",1
"Melodrama Buffs","struggles",1
"Melodrama Buffs","sub plot",1
"Melodrama Buffs","sweet",3
"Melodrama Buffs","sweet little movie",1
"Melodrama Buffs","swoon",1
"Melodrama Buffs","sympathize",1
"Melodrama Buffs","tear to your eye",1
"Melodrama Buffs","tearjerker",2
"Melodrama Buffs","tears",1
"Melodrama Buffs","teary",1
"Melodrama Buffs","tender",1
"Melodrama Buffs","tender love stories",1
"Melodrama Buffs","tender moments",1
"Melodrama Buffs","tender soul mate",1
"Melodrama Buffs","thoughtful",1
"Melodrama Buffs","thriller",1
"Melodrama Buffs","thrilling",1
"Melodrama Buffs","timeless storyline",1
"Melodrama Buffs","touching",9
"Melodrama Buffs","touching drama",1
"Melodrama Buffs","touching film",1
"Melodrama Buffs","touching performance",1
"Melodrama Buffs","touching tribute",1
"Melodrama Buffs","traditional values",1
"Melodrama Buffs","triumph",1
"Melodrama Buffs","true love",1
"Melodrama Buffs","true story",1
"Melodrama Buffs","trying time",1
"Melodrama Buffs","unconventional romance",1
"Melodrama Buffs","unique force",1
"Melodrama Buffs","uplifting",2
"Melodrama Buffs","urge",1
"Melodrama Buffs","vulnerability",1
"Melodrama Buffs","vulnerable",1
"Melodrama Buffs","warm fuzzy",1
"Melodrama Buffs","well-developed characters",1
"Melodrama Buffs","well-drawn characters",1
"Melodrama Buffs","well-written",1
"Melodrama Buffs","whimsical way",1
"Melodrama Buffs","wit and levity",1
"Melodrama Buffs","wonderful",2
"Melodrama Buffs","wonderful story",1
"Other / Unclassifiable",,17
"Other / Unclassifiable","60's",1
"Other / Unclassifiable","70's",1
"Other / Unclassifiable","Dominic Monaghan",1
"Other / Unclassifiable","Oscar",1
"Other / Unclassifiable","Sherlock Holmes",1
"Other / Unclassifiable","academic",1
"Other / Unclassifiable","accident",1
"Other / Unclassifiable","active participation",1
"Other / Unclassifiable","allusions",1
"Other / Unclassifiable","amazing",1
"Other / Unclassifiable","analysis",1
"Other / Unclassifiable","anti-Serb propaganda",1
"Other / Unclassifiable","art",1
"Other / Unclassifiable","artistic",1
"Other / Unclassifiable","atmosphere",1
"Other / Unclassifiable","avant-garde",1
"Other / Unclassifiable","bad acting",1
"Other / Unclassifiable","bad movie",1
"Other / Unclassifiable","bad movies",1
"Other / Unclassifiable","bizarre",4
"Other / Unclassifiable","bizarre neighbors",1
"Other / Unclassifiable","black and white",1
"Other / Unclassifiable","blasphemous",1
"Other / Unclassifiable","bored",1
"Other / Unclassifiable","boring",1
"Other / Unclassifiable","bridge",1
"Other / Unclassifiable","brother conflict",1
"Other / Unclassifiable","cameo",1
"Other / Unclassifiable","campy",1
"Other / Unclassifiable","catchy tunes",1
"Other / Unclassifiable","character development",1
"Other / Unclassifiable","cheesy independent flicks",1
"Other / Unclassifiable","children's films",1
"Other / Unclassifiable","clichés",1
"Other / Unclassifiable","complicated",1
"Other / Unclassifiable","confusing",1
"Other / Unclassifiable","confusion",1
"Other / Unclassifiable","conservative dress",1
"Other / Unclassifiable","contestants",1
"Other / Unclassifiable","contradictive film making",1
"Other / Unclassifiable","counter-culture",1
"Other / Unclassifiable","cultural identity",1
"Other / Unclassifiable","cultural respect",1
"Other / Unclassifiable","delighted",1
"Other / Unclassifiable","demented mormon universe",1
"Other / Unclassifiable","deranged",1
"Other / Unclassifiable","deranged family",1
"Other / Unclassifiable","difficult to categorize",1
"Other / Unclassifiable","disgust",1
"Other / Unclassifiable","disturbing",3
"Other / Unclassifiable","documentary",1
"Other / Unclassifiable","dull",1
"Other / Unclassifiable","empty life",1
"Other / Unclassifiable","enjoyable",1
"Other / Unclassifiable","enjoyed",1
"Other / Unclassifiable","entertaining",1
"Other / Unclassifiable","entertainment",1
"Other / Unclassifiable","erotic",1
"Other / Unclassifiable","excellent",1
"Other / Unclassifiable","extras",1
"Other / Unclassifiable","family movie",1
"Other / Unclassifiable","fascinating plot",1
"Other / Unclassifiable","gender-based confusion",1
"Other / Unclassifiable","genius",1
"Other / Unclassifiable","good story",1
"Other / Unclassifiable","gore",1
"Other / Unclassifiable","great actress",1
"Other / Unclassifiable","great moments",1
"Other / Unclassifiable","great performances",1
"Other / Unclassifiable","hateful mother",1
"Other / Unclassifiable","historical context",2
"Other / Unclassifiable","history",1
"Other / Unclassifiable","horrified laughter",1
"Other / Unclassifiable","horror",1
"Other / Unclassifiable","humor",1
"Other / Unclassifiable","humour",1
"Other / Unclassifiable","independent film",1
"Other / Unclassifiable","intelligence",1
"Other / Unclassifiable","interesting",1
"Other / Unclassifiable","interpretation",2
"Other / Unclassifiable","ladies show",1
"Other / Unclassifiable","lie",1
"Other / Unclassifiable","location shooting",1
"Other / Unclassifiable","long",1
"Other / Unclassifiable","low budget",3
"Other / Unclassifiable","masterpiece",1
"Other / Unclassifiable","memorable",1
"Other / Unclassifiable","metaphors",1
"Other / Unclassifiable","mindless action",1
"Other / Unclassifiable","misunderstanding",1
"Other / Unclassifiable","mixed feelings",2
"Other / Unclassifiable","mixes genres",1
"Other / Unclassifiable","morality tale",1
"Other / Unclassifiable","music",1
"Other / Unclassifiable","nihilistic",1
"Other / Unclassifiable","nostalgia",4
"Other / Unclassifiable","nostalgic flavor",1
"Other / Unclassifiable","not appropriate",1
"Other / Unclassifiable","not interested",1
"Other / Unclassifiable","offensive",1
"Other / Unclassifiable","original",1
"Other / Unclassifiable","originality",1
"Other / Unclassifiable","outstanding",1
"Other / Unclassifiable","personal",1
"Other / Unclassifiable","personal connection",1
"Other / Unclassifiable","philosophical undertones",1
"Other / Unclassifiable","philosophy",1
"Other / Unclassifiable","poetical",1
"Other / Unclassifiable","political message",1
"Other / Unclassifiable","pornographic scenes",1
"Other / Unclassifiable","pre-code elements",1
"Other / Unclassifiable","pro-Muslimization",1
"Other / Unclassifiable","procrastination",1
"Other / Unclassifiable","program error",1
"Other / Unclassifiable","psychological horror",1
"Other / Unclassifiable","psychology",2
"Other / Unclassifiable","pure trash",1
"Other / Unclassifiable","racial themes",1
"Other / Unclassifiable","rare disease",1
"Other / Unclassifiable","reality television",1
"Other / Unclassifiable","reality-show",1
"Other / Unclassifiable","relationship drama",1
"Other / Unclassifiable","religious themes",1
"Other / Unclassifiable","rock music",1
"Other / Unclassifiable","satire",1
"Other / Unclassifiable","screwed up",1
"Other / Unclassifiable","semi-biography",1
"Other / Unclassifiable","serious",1
"Other / Unclassifiable","service comedy",1
"Other / Unclassifiable","shallow",1
"Other / Unclassifiable","short subject",1
"Other / Unclassifiable","soap opera",1
"Other / Unclassifiable","spiritual symbolism",1
"Other / Unclassifiable","spoof",1
"Other / Unclassifiable","spooky",1
"Other / Unclassifiable","sports cars",1
"Other / Unclassifiable","strangely watchable",1
"Other / Unclassifiable","subtle and ambiguous",1
"Other / Unclassifiable","support group",1
"Other / Unclassifiable","suspense",1
"Other / Unclassifiable","taboo material",1
"Other / Unclassifiable","technical flaws",1
"Other / Unclassifiable","terrible",1
"Other / Unclassifiable","terrific",1
"Other / Unclassifiable","theatrical experience",1
"Other / Unclassifiable","thought provoking",1
"Other / Unclassifiable","toddler temper",1
"Other / Unclassifiable","tough women",1
"Other / Unclassifiable","trash",1
"Other / Unclassifiable","trash movies",1
"Other / Unclassifiable","trippy",1
"Other / Unclassifiable","ugly camerawork",1
"Other / Unclassifiable","unexpected ending",1
"Other / Unclassifiable","unintentional",1
"Other / Unclassifiable","unique",2
"Other / Unclassifiable","unique humor",1
"Other / Unclassifiable","unsettling",1
"Other / Unclassifiable","weird",1
"Other / Unclassifiable","weirdness",1
"Other / Unclassifiable","wonderful ideas",1
"Plot Critics","3rd act",1
"Plot Critics","B-grade",1
"Plot Critics","CG over-acted",1
"Plot Critics","DVD release",1
"Plot Critics","Hollywood",1
"Plot Critics","Kurosawa",1
"Plot Critics","Oscar for best music",1
"Plot Critics","US involvement",1
"Plot Critics","absence of logic",1
"Plot Critics","absolute bottom of the barrel",1
"Plot Critics","absolute waste",1
"Plot Critics","absurd",5
"Plot Critics","absurd love story",1
"Plot Critics","absurd marriages",1
"Plot Critics","absurd plot",1
"Plot Critics","absurdity",1
"Plot Critics","abysmal acting",1
"Plot Critics","abysmal production",1
"Plot Critics","abysmal screenplay",1
"Plot Critics","abysmal story",1
"Plot Critics","accurate adaptation",1
"Plot Critics","acted",1
"Plot Critics","acting",12
"Plot Critics","acting abilities",1
"Plot Critics","acting lacking",1
"Plot Critics","action",3
"Plot Critics","action sequences",1
"Plot Critics","actors",1
"Plot Critics","actors' talent",1
"Plot Critics","actual challenge",1
"Plot Critics","adaptation",4
"Plot Critics","adaptation quality",1
"Plot Critics","adaptation struggle",1
"Plot Critics","aged poorly",1
"Plot Critics","agenda driven polemic",1
"Plot Critics","aggravating",1
"Plot Critics","aimless",1
"Plot Critics","alternative view",1
"Plot Critics","amateur mistakes",1
"Plot Critics","amateurish",3
"Plot Critics","amateurs",1
"Plot Critics","amazingly bad",1
"Plot Critics","ambitious film",1
"Plot Critics","ancient concept",1
"Plot Critics","anemic results",1
"Plot Critics","annoying",3
"Plot Critics","annoying character",1
"Plot Critics","annoying characters",1
"Plot Critics","anti-climactic",1
"Plot Critics","appalling accents",1
"Plot Critics","appalling film",1
"Plot Critics","artificial",1
"Plot Critics","artistic perspective",1
"Plot Critics","asinine",1
"Plot Critics","atrocious editing",1
"Plot Critics","atrocious plot",1
"Plot Critics","atrocious sequels",1
"Plot Critics","atrocious writing",2
"Plot Critics","audio quality",1
"Plot Critics","avoid",1
"Plot Critics","avoid it",1
"Plot Critics","awful",4
"Plot Critics","awful CGI",1
"Plot Critics","awful acting",5
"Plot Critics","awful actors",1
"Plot Critics","awful as the killer",1
"Plot Critics","awful camera angles",1
"Plot Critics","awful characterisation",1
"Plot Critics","awful dialogue",1
"Plot Critics","awful material",1
"Plot Critics","awful movie",1
"Plot Critics","awful performance",1
"Plot Critics","awful segments",1
"Plot Critics","awkward pacing",1
"Plot Critics","bad",6
"Plot Critics","bad acting",19
"Plot Critics","bad action",1
"Plot Critics","bad bad film",1
"Plot Critics","bad characters",1
"Plot Critics","bad dialog",1
"Plot Critics","bad dialogs",1
"Plot Critics","bad dialogue",6
"Plot Critics","bad direction",2
"Plot Critics","bad drama composition",1
"Plot Critics","bad ending",1
"Plot Critics","bad execution",1
"Plot Critics","bad experience",1
"Plot Critics","bad fighting-scenes",1
"Plot Critics","bad film",2
"Plot Critics","bad films",1
"Plot Critics","bad grammar",1
"Plot Critics","bad horror",1
"Plot Critics","bad humor",2
"Plot Critics","bad joke",2
"Plot Critics","bad lines",1
"Plot Critics","bad material",1
"Plot Critics","bad movie",4
"Plot Critics","bad plot",7
"Plot Critics","bad remake",1
"Plot Critics","bad screenplay",3
"Plot Critics","bad script",9
"Plot Critics","bad sequel",1
"Plot Critics","bad story",3
"Plot Critics","bad taste",1
"Plot Critics","bad writing",13
"Plot Critics","bad-made shooting",1
"Plot Critics","badly acted",4
"Plot Critics","badly adapted",1
"Plot Critics","badly animated",1
"Plot Critics","badly directed",1
"Plot Critics","badly done",2
"Plot Critics","badly executed",1
"Plot Critics","badly scripted",1
"Plot Critics","badly staged",1
"Plot Critics","badly written",1
"Plot Critics","badly-conceived",1
"Plot Critics","banal",1
"Plot Critics","banal subject matter",1
"Plot Critics","banality",2
"Plot Critics","basic formula",1
"Plot Critics","basic plot",1
"Plot Critics","battle scene",1
"Plot Critics","battle scenes",1
"Plot Critics","beautifully written",1
"Plot Critics","believability",5
"Plot Critics","believable",3
"Plot Critics","below the belt humor",1
"Plot Critics","betrays expectations",1
"Plot Critics","better",2
"Plot Critics","better actors",1
"Plot Critics","better attitudes",1
"Plot Critics","better horror",1
"Plot Critics","better movie-making",1
"Plot Critics","better plot lines",1
"Plot Critics","better than the dialog",1
"Plot Critics","better things",1
"Plot Critics","better written",1
"Plot Critics","bias",1
"Plot Critics","biased presentation",1
"Plot Critics","bizarre",1
"Plot Critics","bland with no flavor",1
"Plot Critics","bleak",1
"Plot Critics","bogus",1
"Plot Critics","bomb",1
"Plot Critics","book adaptation",1
"Plot Critics","bored",1
"Plot Critics","bored senseless",1
"Plot Critics","boredom",1
"Plot Critics","boring",42
"Plot Critics","boring deaths",1
"Plot Critics","boring film",1
"Plot Critics","boring movie",1
"Plot Critics","boring pace",1
"Plot Critics","boring plot",4
"Plot Critics","boring pseudo revolutionary",1
"Plot Critics","boring sequences",1
"Plot Critics","boring subplots",1
"Plot Critics","boring tale",1
"Plot Critics","brainless",1
"Plot Critics","brilliant plot",1
"Plot Critics","brilliantly written",1
"Plot Critics","business-related tasks",1
"Plot Critics","by-the-numbers",1
"Plot Critics","camera work",2
"Plot Critics","cast performance",1
"Plot Critics","casting choices",1
"Plot Critics","casting terrible",1
"Plot Critics","central theme",2
"Plot Critics","ceremony",1
"Plot Critics","chaos",1
"Plot Critics","chaotic",1
"Plot Critics","character",3
"Plot Critics","character actions",1
"Plot Critics","character behavior",1
"Plot Critics","character casting",1
"Plot Critics","character chemistry",1
"Plot Critics","character choices",1
"Plot Critics","character depth",4
"Plot Critics","character designs",1
"Plot Critics","character development",30
"Plot Critics","character drama",1
"Plot Critics","character driven",1
"Plot Critics","character empathy",1
"Plot Critics","character failings",1
"Plot Critics","character flaws",1
"Plot Critics","character focus",2
"Plot Critics","character identity",1
"Plot Critics","character info",1
"Plot Critics","character issues",1
"Plot Critics","character logic",1
"Plot Critics","character motivation",1
"Plot Critics","character performance",1
"Plot Critics","character portrayal",1
"Plot Critics","character right",1
"Plot Critics","character study",1
"Plot Critics","characterization",7
"Plot Critics","characters",18
"Plot Critics","characters lack dimension",1
"Plot Critics","characters not real",1
"Plot Critics","characters' motives",1
"Plot Critics","charmless stories",1
"Plot Critics","cheap production",2
"Plot Critics","cheap scare tactics",1
"Plot Critics","cheap sex",1
"Plot Critics","cheap-looking",1
"Plot Critics","cheezy dialog",1
"Plot Critics","choices",1
"Plot Critics","choppy",1
"Plot Critics","choreography",1
"Plot Critics","chronological order",1
"Plot Critics","cinematic liberties",1
"Plot Critics","cinematography",4
"Plot Critics","clever dialog",1
"Plot Critics","cleverly written",1
"Plot Critics","cliche",1
"Plot Critics","cliche-ridden",1
"Plot Critics","clichès",1
"Plot Critics","cliché",3
"Plot Critics","cliché characters",1
"Plot Critics","cliché movie",1
"Plot Critics","cliché-ridden",2
"Plot Critics","clichéd",3
"Plot Critics","clichéd acting",1
"Plot Critics","clichéd bullshit",1
"Plot Critics","clichéd killings",1
"Plot Critics","clichéd re-heats",1
"Plot Critics","clichéd treatment",1
"Plot Critics","clichés",9
"Plot Critics","climax",2
"Plot Critics","clip show",1
"Plot Critics","clueless characters",1
"Plot Critics","clunky",1
"Plot Critics","clunky dialogue",1
"Plot Critics","clunky exposition",1
"Plot Critics","coherence",1
"Plot Critics","coherent plot",1
"Plot Critics","cohesive",1
"Plot Critics","cohesive story",1
"Plot Critics","comedic ability",1
"Plot Critics","comedic moments",1
"Plot Critics","comedy",1
"Plot Critics","commercialism",1
"Plot Critics","compared to the original",1
"Plot Critics","comparison",1
"Plot Critics","compelling",1
"Plot Critics","compelling story",1
"Plot Critics","complex",2
"Plot Critics","complex script",1
"Plot Critics","complex story",1
"Plot Critics","complications",1
"Plot Critics","compromised message",1
"Plot Critics","conclusion",1
"Plot Critics","confused",1
"Plot Critics","confusing",10
"Plot Critics","confusing plot",4
"Plot Critics","confusing storyline",1
"Plot Critics","confusion",2
"Plot Critics","continuity",4
"Plot Critics","continuity error",1
"Plot Critics","continuity falls",1
"Plot Critics","continuity issues",1
"Plot Critics","continuity problems",2
"Plot Critics","contradicted",1
"Plot Critics","contrived",7
"Plot Critics","contrived plot",1
"Plot Critics","contrived romance",1
"Plot Critics","contrived scenes",1
"Plot Critics","convoluted",2
"Plot Critics","convoluted plot",5
"Plot Critics","convoluted stories",1
"Plot Critics","copy scenes",1
"Plot Critics","copying classics",1
"Plot Critics","corny",1
"Plot Critics","corporate move",1
"Plot Critics","craziness",1
"Plot Critics","creative",1
"Plot Critics","creativity",1
"Plot Critics","credibility",2
"Plot Critics","credulity strained",1
"Plot Critics","criticism",1
"Plot Critics","crude humor",1
"Plot Critics","cultural perceptions",1
"Plot Critics","cut scenes",1
"Plot Critics","dance numbers",1
"Plot Critics","dated",2
"Plot Critics","dated movie",1
"Plot Critics","dated ruminations",1
"Plot Critics","death scenes",1
"Plot Critics","debauchery",1
"Plot Critics","decent script",1
"Plot Critics","decent story",1
"Plot Critics","deeper story",1
"Plot Critics","defies reality",1
"Plot Critics","depth and direction",1
"Plot Critics","derivative",2
"Plot Critics","design",1
"Plot Critics","despicable",1
"Plot Critics","despised",1
"Plot Critics","development",1
"Plot Critics","devoid of a story",1
"Plot Critics","dialog",8
"Plot Critics","dialog improvisation",1
"Plot Critics","dialog is too expositive",1
"Plot Critics","dialog was worse",1
"Plot Critics","dialogue",15
"Plot Critics","dialogue quality",1
