"Cluster","Keywords","Count"
"Genre Loyalists","requirements",1
"Genre Loyalists","scare factor",1
"Genre Loyalists","schlocky films",1
"Genre Loyalists","sci fi",1
"Genre Loyalists","sci-fi",7
"Genre Loyalists","science fiction",2
"Genre Loyalists","serial killers",1
"Genre Loyalists","series",1
"Genre Loyalists","setting",1
"Genre Loyalists","sex farces",1
"Genre Loyalists","shock films",1
"Genre Loyalists","shock potential",1
"Genre Loyalists","slasher",1
"Genre Loyalists","slasher flick",2
"Genre Loyalists","slasher movie",1
"Genre Loyalists","slasher movies",1
"Genre Loyalists","social comment",1
"Genre Loyalists","solid outing",1
"Genre Loyalists","soundtrack",1
"Genre Loyalists","special effects",1
"Genre Loyalists","splatter",1
"Genre Loyalists","sports film",1
"Genre Loyalists","suspense thriller",1
"Genre Loyalists","sword and sorcery",1
"Genre Loyalists","symbolic",1
"Genre Loyalists","this genre",1
"Genre Loyalists","thriller",1
"Genre Loyalists","thrillers",1
"Genre Loyalists","thrilling murder mystery",1
"Genre Loyalists","time travel",1
"Genre Loyalists","timeless",1
"Genre Loyalists","triad",1
"Genre Loyalists","trilogy",2
"Genre Loyalists","twisty terror",1
"Genre Loyalists","vampires",1
"Genre Loyalists","vintage actors",1
"Genre Loyalists","war",1
"Genre Loyalists","wealthy socialites",1
"Genre Loyalists","western",3
"Genre Loyalists","yakuza",1
"Genre Loyalists","zombie",3
"Genre Loyalists","zombie genre",1
"Genre Loyalists","zombies",1
"Melodrama Buffs","19th-Century British domesticity",1
"Melodrama Buffs","Christian",1
"Melodrama Buffs","Christmas",1
"Melodrama Buffs","Heroism",1
"Melodrama Buffs","Jane Austen",1
"Melodrama Buffs","Lifetime",1
"Melodrama Buffs","Meg Ryan",1
"Melodrama Buffs","Paris",1
"Melodrama Buffs","abandoned",1
"Melodrama Buffs","acting",2
"Melodrama Buffs","adaptation",1
"Melodrama Buffs","adorable",2
"Melodrama Buffs","adult swimming class",1
"Melodrama Buffs","affection",1
"Melodrama Buffs","amazing",2
"Melodrama Buffs","amiable",1
"Melodrama Buffs","anger",1
"Melodrama Buffs","animated movies",1
"Melodrama Buffs","appreciation",1
"Melodrama Buffs","artistic presentation",1
"Melodrama Buffs","beautiful",7
"Melodrama Buffs","beautiful animation",1
"Melodrama Buffs","beautiful songs",1
"Melodrama Buffs","beautiful story",1
"Melodrama Buffs","beautifully acted",1
"Melodrama Buffs","best actress",1
"Melodrama Buffs","bias",1
"Melodrama Buffs","biopic",1
"Melodrama Buffs","bittersweet",1
"Melodrama Buffs","bravery",1
"Melodrama Buffs","brilliance",1
"Melodrama Buffs","brilliant",1
"Melodrama Buffs","brilliant performances",1
"Melodrama Buffs","bring a tear",1
"Melodrama Buffs","campy melodrama",1
"Melodrama Buffs","character depth",2
"Melodrama Buffs","characters",4
"Melodrama Buffs","charismatic",1
"Melodrama Buffs","charm",1
"Melodrama Buffs","charming",5
"Melodrama Buffs","cheesy",1
"Melodrama Buffs","chemistry",3
"Melodrama Buffs","comedy",2
"Melodrama Buffs","compelling songs",1
"Melodrama Buffs","concert scene",1
"Melodrama Buffs","connected",1
"Melodrama Buffs","convincing roles",1
"Melodrama Buffs","costume drama",1
"Melodrama Buffs","cried",1
"Melodrama Buffs","crush",1
"Melodrama Buffs","cry",2
"Melodrama Buffs","dancing",1
"Melodrama Buffs","dark story",1
"Melodrama Buffs","dealing with life",1
"Melodrama Buffs","decision",1
"Melodrama Buffs","dedication",1
"Melodrama Buffs","deep",1
"Melodrama Buffs","deeply moved",1
"Melodrama Buffs","delightful",1
"Melodrama Buffs","dialog",1
"Melodrama Buffs","disappointment",1
"Melodrama Buffs","distressed heroine",1
"Melodrama Buffs","disturbing",1
"Melodrama Buffs","drama",3
"Melodrama Buffs","dramas",1
"Melodrama Buffs","dreams",1
"Melodrama Buffs","emotion",7
"Melodrama Buffs","emotional",103
"Melodrama Buffs","emotional attraction",1
"Melodrama Buffs","emotional conflict",1
"Melodrama Buffs","emotional confusion",1
"Melodrama Buffs","emotional connection",1
"Melodrama Buffs","emotional connections",1
"Melodrama Buffs","emotional experiences",1
"Melodrama Buffs","emotional issues",1
"Melodrama Buffs","emotional journey",1
"Melodrama Buffs","emotional relationship",1
"Melodrama Buffs","emotional relationships",1
"Melodrama Buffs","emotional resonance",1
"Melodrama Buffs","emotional stories",11
"Melodrama Buffs","emotional story",3
"Melodrama Buffs","emotional tragedy",1
"Melodrama Buffs","emotions",3
"Melodrama Buffs","empathise",1
"Melodrama Buffs","empathy",1
"Melodrama Buffs","engagement",1
"Melodrama Buffs","enjoy",1
"Melodrama Buffs","enjoyable romp",1
"Melodrama Buffs","entertaining",1
"Melodrama Buffs","extraordinary cast",1
"Melodrama Buffs","fairy-tale",1
"Melodrama Buffs","fall in love",1
"Melodrama Buffs","family",3
"Melodrama Buffs","family dynamics",2
"Melodrama Buffs","family film",1
"Melodrama Buffs","family movie",1
"Melodrama Buffs","family story",1
"Melodrama Buffs","family support",1
"Melodrama Buffs","fantastic",1
"Melodrama Buffs","fantasy",1
"Melodrama Buffs","fascinating",1
"Melodrama Buffs","fascinating plot",1
"Melodrama Buffs","father-figure",1
"Melodrama Buffs","favorite",1
"Melodrama Buffs","feel better",2
"Melodrama Buffs","feel for the characters",1
"Melodrama Buffs","feel good",3
"Melodrama Buffs","feel-good",2
"Melodrama Buffs","feelgood",1
"Melodrama Buffs","feminist point",1
"Melodrama Buffs","forbidden loves",1
"Melodrama Buffs","friendship",3
"Melodrama Buffs","fun songs",1
"Melodrama Buffs","funniest moments",1
"Melodrama Buffs","gay relationships",1
"Melodrama Buffs","gender inequality",1
"Melodrama Buffs","genuine",1
"Melodrama Buffs","genuinely moving",1
"Melodrama Buffs","gorgeous",1
"Melodrama Buffs","great actress",1
"Melodrama Buffs","great cast",1
"Melodrama Buffs","great characterization",1
"Melodrama Buffs","great message",1
"Melodrama Buffs","great music",1
"Melodrama Buffs","great performances",1
"Melodrama Buffs","grief",2
"Melodrama Buffs","growing up",1
"Melodrama Buffs","guilty pleasure",1
"Melodrama Buffs","happiness",1
"Melodrama Buffs","happy ending",1
"Melodrama Buffs","hardship",1
"Melodrama Buffs","heart",1
"Melodrama Buffs","heart strings",1
"Melodrama Buffs","heart wrenching",1
"Melodrama Buffs","heart-filled",1
"Melodrama Buffs","heart-warming",1
"Melodrama Buffs","heart-wrenching",2
"Melodrama Buffs","heartache",1
"Melodrama Buffs","heartbreaking",1
"Melodrama Buffs","heartfelt",2
"Melodrama Buffs","heartstrings",2
"Melodrama Buffs","heartwarming",6
"Melodrama Buffs","historical material",1
"Melodrama Buffs","hope",2
"Melodrama Buffs","hottest woman",1
"Melodrama Buffs","human",1
"Melodrama Buffs","human desires",1
"Melodrama Buffs","human quality",1
"Melodrama Buffs","humanity",1
"Melodrama Buffs","humor",2
"Melodrama Buffs","humorous",1
"Melodrama Buffs","humour",1
"Melodrama Buffs","humour supplements",1
"Melodrama Buffs","hypocrisy",1
"Melodrama Buffs","idealistic",1
"Melodrama Buffs","impress",1
"Melodrama Buffs","impressed",1
"Melodrama Buffs","impressive cast",1
"Melodrama Buffs","innocence",2
"Melodrama Buffs","innocent story",1
"Melodrama Buffs","inspiration",1
"Melodrama Buffs","inspirational",1
"Melodrama Buffs","inspiring",1
"Melodrama Buffs","intense",1
"Melodrama Buffs","interaction",1
"Melodrama Buffs","intergenerational love",1
"Melodrama Buffs","joy",1
"Melodrama Buffs","laugh",1
"Melodrama Buffs","leadership",1
"Melodrama Buffs","life",1
"Melodrama Buffs","life choices",1
"Melodrama Buffs","life experiences",1
"Melodrama Buffs","light and breezy",1
"Melodrama Buffs","light heart",1
"Melodrama Buffs","light-hearted",1
"Melodrama Buffs","longings",1
"Melodrama Buffs","loss",1
"Melodrama Buffs","love",19
"Melodrama Buffs","love affair",1
"Melodrama Buffs","love interest",1
"Melodrama Buffs","love letters",1
"Melodrama Buffs","love life",1
"Melodrama Buffs","love stories",1
"Melodrama Buffs","love story",8
"Melodrama Buffs","love triangle",2
"Melodrama Buffs","loveable characters",1
"Melodrama Buffs","loving family",1
"Melodrama Buffs","lust",1
"Melodrama Buffs","marriage",1
"Melodrama Buffs","masterpiece",2
"Melodrama Buffs","melodramatics",1
"Melodrama Buffs","memorable characters",1
"Melodrama Buffs","memory",1
"Melodrama Buffs","military",1
"Melodrama Buffs","moving",5
"Melodrama Buffs","moving performance",2
"Melodrama Buffs","music",1
"Melodrama Buffs","musical",2
"Melodrama Buffs","musicals",1
"Melodrama Buffs","noble message",1
"Melodrama Buffs","nostalgia",3
"Melodrama Buffs","nostalgic tribute",1
"Melodrama Buffs","original story",1
"Melodrama Buffs","original version",1
"Melodrama Buffs","outlandish situations",1
"Melodrama Buffs","outstanding acting",1
"Melodrama Buffs","overcoming",1
"Melodrama Buffs","overcoming racism",1
"Melodrama Buffs","pain",2
"Melodrama Buffs","passion",2
"Melodrama Buffs","passionate excess",1
"Melodrama Buffs","passionate love",1
"Melodrama Buffs","passions",1
"Melodrama Buffs","performance",3
"Melodrama Buffs","performances",1
"Melodrama Buffs","personal",1
"Melodrama Buffs","physical comedy",1
"Melodrama Buffs","plaintive drama",1
"Melodrama Buffs","poignant moments",1
"Melodrama Buffs","poignant passion",1
"Melodrama Buffs","power",1
"Melodrama Buffs","powerful",1
"Melodrama Buffs","powerful movie",1
"Melodrama Buffs","predictability",1
"Melodrama Buffs","pride in the culture",1
"Melodrama Buffs","profoundly touching",1
"Melodrama Buffs","raunchy",1
"Melodrama Buffs","real",1
"Melodrama Buffs","real person",1
"Melodrama Buffs","real romance",1
"Melodrama Buffs","redemption",2
"Melodrama Buffs","reflect on life",1
"Melodrama Buffs","relationship",2
"Melodrama Buffs","relationships",4
"Melodrama Buffs","role model",1
"Melodrama Buffs","romance",9
"Melodrama Buffs","romantic",35
"Melodrama Buffs","romantic comedies",2
"Melodrama Buffs","romantic comedy",2
"Melodrama Buffs","romantic drama",2
"Melodrama Buffs","romantic love story",1
"Melodrama Buffs","romantic obsession",1
"Melodrama Buffs","romantic relationships",1
"Melodrama Buffs","romantic stories",2
"Melodrama Buffs","romanticism",1
"Melodrama Buffs","sacrifice",1
"Melodrama Buffs","sad",3
"Melodrama Buffs","sad story plot",1
"Melodrama Buffs","sappy",1
"Melodrama Buffs","satire",1
"Melodrama Buffs","satisfaction",1
"Melodrama Buffs","satisfying",1
"Melodrama Buffs","screwball romance",1
"Melodrama Buffs","second chances",1
"Melodrama Buffs","seduction",2
"Melodrama Buffs","sensitive",1
"Melodrama Buffs","sentiment",1
"Melodrama Buffs","sentimental",6
"Melodrama Buffs","serious observations",1
"Melodrama Buffs","serious topic",1
"Melodrama Buffs","sex appeal",1
"Melodrama Buffs","sexy",1
"Melodrama Buffs","sheer poetry",1
"Melodrama Buffs","show some emotion",1
"Melodrama Buffs","signature songs",1
"Melodrama Buffs","simple film",1
"Melodrama Buffs","sisters",1
"Melodrama Buffs","soft scenes",1
"Melodrama Buffs","softcore",1
"Melodrama Buffs","solid tale",1
"Melodrama Buffs","soul mate",1
"Melodrama Buffs","sparkling chemistry",1
"Melodrama Buffs","spectacular",1
"Melodrama Buffs","spiritually uplifting",1
"Melodrama Buffs","stalker stories",1
"Melodrama Buffs","story",1
"Melodrama Buffs","struggle",1
"Melodrama Buffs","struggles",1
"Melodrama Buffs","struggling through life",1
"Melodrama Buffs","sub plot",1
"Melodrama Buffs","superb performance",1
"Melodrama Buffs","sweet",3
"Melodrama Buffs","sweet little movie",1
"Melodrama Buffs","swoon",1
"Melodrama Buffs","talent",1
"Melodrama Buffs","tear to your eye",1
"Melodrama Buffs","tearjerker",3
"Melodrama Buffs","tender",1
"Melodrama Buffs","tender love stories",1
"Melodrama Buffs","tender moments",1
"Melodrama Buffs","tender soul mate",1
"Melodrama Buffs","themes",1
"Melodrama Buffs","thoughtful",2
"Melodrama Buffs","thrilling",1
"Melodrama Buffs","touching",8
"Melodrama Buffs","touching drama",1
"Melodrama Buffs","touching film",1
"Melodrama Buffs","touching moments",1
"Melodrama Buffs","touching performance",1
"Melodrama Buffs","touching tribute",1
"Melodrama Buffs","traditional values",1
"Melodrama Buffs","triumph",1
"Melodrama Buffs","true sentiments",1
"Melodrama Buffs","true story",1
"Melodrama Buffs","unconventional romance",1
"Melodrama Buffs","unique force",1
"Melodrama Buffs","uplifting",2
"Melodrama Buffs","vocal performance",1
"Melodrama Buffs","vulnerability",1
"Melodrama Buffs","vulnerable",1
"Melodrama Buffs","warm fuzzy",1
"Melodrama Buffs","well-acted",1
"Melodrama Buffs","well-developed characters",1
"Melodrama Buffs","well-drawn characters",1
"Melodrama Buffs","well-written",1
"Melodrama Buffs","whimsical",1
"Melodrama Buffs","wit and levity",1
"Melodrama Buffs","wonderful",1
"Melodrama Buffs","wonderful ideas",1
"Melodrama Buffs","wonderful story",1
"Other / Unclassifiable",,21
"Other / Unclassifiable","1970's quality",1
"Other / Unclassifiable","60's",1
"Other / Unclassifiable","70's",1
"Other / Unclassifiable","Britney",1
"Other / Unclassifiable","Dominic Monaghan",1
"Other / Unclassifiable","G rating",1
"Other / Unclassifiable","Lionel Bart",1
"Other / Unclassifiable","Lolita",1
"Other / Unclassifiable","Peter Sellers",1
"Other / Unclassifiable","Sherlock Holmes",1
"Other / Unclassifiable","acting performance",1
"Other / Unclassifiable","active participation",1
"Other / Unclassifiable","allusions",1
"Other / Unclassifiable","anime art",1
"Other / Unclassifiable","anti-Serb propaganda",1
"Other / Unclassifiable","artistic",1
"Other / Unclassifiable","atmosphere",1
"Other / Unclassifiable","avant-garde",1
"Other / Unclassifiable","avoid",1
"Other / Unclassifiable","bad acting",1
"Other / Unclassifiable","bad movie",1
"Other / Unclassifiable","bad movie cheese",1
"Other / Unclassifiable","bad movies",1
"Other / Unclassifiable","bias",1
"Other / Unclassifiable","bizarre",4
"Other / Unclassifiable","bridge",1
"Other / Unclassifiable","brother conflict",1
"Other / Unclassifiable","campy",1
"Other / Unclassifiable","captivating narrator",1
"Other / Unclassifiable","catchy tunes",1
"Other / Unclassifiable","character development",1
"Other / Unclassifiable","charm",1
"Other / Unclassifiable","cheesy independent flicks",1
"Other / Unclassifiable","children's films",1
"Other / Unclassifiable","cinema",1
"Other / Unclassifiable","clichés",1
"Other / Unclassifiable","complicated",1
"Other / Unclassifiable","confusion",1
"Other / Unclassifiable","contradictive film making",1
"Other / Unclassifiable","cryptically directionless",1
"Other / Unclassifiable","cultural appropriation",1
"Other / Unclassifiable","cultural critique",1
"Other / Unclassifiable","cultural identity",1
"Other / Unclassifiable","dance competition",1
"Other / Unclassifiable","dark",1
"Other / Unclassifiable","delighted",1
"Other / Unclassifiable","demented mormon universe",1
"Other / Unclassifiable","deranged",1
"Other / Unclassifiable","deranged family",1
"Other / Unclassifiable","disgust",1
"Other / Unclassifiable","disturbing",3
"Other / Unclassifiable","drivel",1
"Other / Unclassifiable","dull",1
"Other / Unclassifiable","earth documentaries",1
"Other / Unclassifiable","enjoyable",1
"Other / Unclassifiable","enjoyed",1
"Other / Unclassifiable","entertaining",1
"Other / Unclassifiable","explicit content",1
"Other / Unclassifiable","exquisite boredom",1
"Other / Unclassifiable","extras",1
"Other / Unclassifiable","family movie",1
"Other / Unclassifiable","fantasy",1
"Other / Unclassifiable","funny",1
"Other / Unclassifiable","gender-based confusion",1
"Other / Unclassifiable","good story",1
"Other / Unclassifiable","gore",1
"Other / Unclassifiable","great moments",1
"Other / Unclassifiable","hateful mother",1
"Other / Unclassifiable","hilarious",1
"Other / Unclassifiable","historical context",2
"Other / Unclassifiable","hodge-podge",1
"Other / Unclassifiable","horrified laughter",1
"Other / Unclassifiable","horror",1
"Other / Unclassifiable","impeccable performance",1
"Other / Unclassifiable","independent film",1
"Other / Unclassifiable","interpretation",2
"Other / Unclassifiable","low budget",2
"Other / Unclassifiable","memorable",1
"Other / Unclassifiable","metaphors",1
"Other / Unclassifiable","mindless action",1
"Other / Unclassifiable","misunderstood Goddess",1
"Other / Unclassifiable","mixed feelings",1
"Other / Unclassifiable","moral discussions",1
"Other / Unclassifiable","movie collection",1
"Other / Unclassifiable","music",1
"Other / Unclassifiable","mystery",1
"Other / Unclassifiable","nihilistic",1
"Other / Unclassifiable","no talking animals",1
"Other / Unclassifiable","nostalgia",3
"Other / Unclassifiable","not appropriate",1
"Other / Unclassifiable","not powerful enough",1
"Other / Unclassifiable","not well produced",1
"Other / Unclassifiable","odd",1
"Other / Unclassifiable","offensive",1
"Other / Unclassifiable","original",1
"Other / Unclassifiable","originality",1
"Other / Unclassifiable","perplexedly unfocused",1
"Other / Unclassifiable","personal connection",1
"Other / Unclassifiable","personal growth",1
"Other / Unclassifiable","philosophical",1
"Other / Unclassifiable","philosophy",1
"Other / Unclassifiable","poetic dialog",1
"Other / Unclassifiable","poetical",1
"Other / Unclassifiable","poignant",1
"Other / Unclassifiable","political message",1
"Other / Unclassifiable","pornographic scenes",1
"Other / Unclassifiable","powerful",1
"Other / Unclassifiable","predictable",1
"Other / Unclassifiable","pro-Muslimization",1
"Other / Unclassifiable","procrastination",1
"Other / Unclassifiable","psychological horror",1
"Other / Unclassifiable","psychology",2
"Other / Unclassifiable","pure trash",1
"Other / Unclassifiable","quirky humor",1
"Other / Unclassifiable","rare disease",1
"Other / Unclassifiable","rating",1
"Other / Unclassifiable","reality television",1
"Other / Unclassifiable","reality-show",1
"Other / Unclassifiable","relationship drama",1
"Other / Unclassifiable","religious themes",1
"Other / Unclassifiable","ridiculous story",1
"Other / Unclassifiable","rock music",1
"Other / Unclassifiable","screwed up",1
"Other / Unclassifiable","semi-biography",1
"Other / Unclassifiable","serious",1
"Other / Unclassifiable","shallow life",1
"Other / Unclassifiable","short subjects",1
"Other / Unclassifiable","slow pacing",1
"Other / Unclassifiable","smile",1
"Other / Unclassifiable","soap opera",1
"Other / Unclassifiable","songs",1
"Other / Unclassifiable","special effects",1
"Other / Unclassifiable","spiritual symbolism",1
"Other / Unclassifiable","spoof",2
"Other / Unclassifiable","spooky",1
"Other / Unclassifiable","strong beginning",1
"Other / Unclassifiable","stunning beauty",1
"Other / Unclassifiable","subtle and ambiguous",1
"Other / Unclassifiable","superb acting",1
"Other / Unclassifiable","support group",1
"Other / Unclassifiable","taboo material",1
"Other / Unclassifiable","tactical",1
"Other / Unclassifiable","technical flaws",1
"Other / Unclassifiable","terrific",1
"Other / Unclassifiable","theatrical experience",1
"Other / Unclassifiable","thought provoking",1
"Other / Unclassifiable","toddler temper",1
"Other / Unclassifiable","trash movies",1
"Other / Unclassifiable","trippy",1
"Other / Unclassifiable","ugly camerawork",1
"Other / Unclassifiable","uneasy",1
"Other / Unclassifiable","unexpected ending",1
"Other / Unclassifiable","unintentional",1
"Other / Unclassifiable","unique",1
"Other / Unclassifiable","unsettling",1
"Other / Unclassifiable","weird",2
"Other / Unclassifiable","weirdest",1
"Other / Unclassifiable","weirdness",1
"Other / Unclassifiable","well worth",1
"Plot Critics","3rd act",1
"Plot Critics","B-grade",1
"Plot Critics","CG over-acted",1
"Plot Critics","CGI",1
"Plot Critics","DVD release",1
"Plot Critics","Hollywood",1
"Plot Critics","Kurosawa",1
"Plot Critics","Oscar for best music",1
"Plot Critics","TV-movie-quality",1
"Plot Critics","abandonment",1
"Plot Critics","absence of logic",1
"Plot Critics","absolute bottom of the barrel",1
"Plot Critics","absolute waste",1
"Plot Critics","absolute zero",1
"Plot Critics","absurd",4
"Plot Critics","absurd coincidence",1
"Plot Critics","absurd love story",1
"Plot Critics","absurd marriages",1
"Plot Critics","absurd plot",1
"Plot Critics","absurd science",1
"Plot Critics","absurdity",1
"Plot Critics","abysmal acting",1
"Plot Critics","abysmal production",1
"Plot Critics","abysmal screenplay",1
"Plot Critics","abysmal story",1
"Plot Critics","accuracy",1
"Plot Critics","accurate adaption",1
"Plot Critics","acted",1
"Plot Critics","acting",14
"Plot Critics","action",2
"Plot Critics","action sequences",1
"Plot Critics","actor critique",1
"Plot Critics","actual challenge",1
"Plot Critics","adaptation",3
"Plot Critics","adaptation struggle",1
"Plot Critics","adventure",1
"Plot Critics","aged poorly",1
"Plot Critics","agenda driven",1
"Plot Critics","aggravating",1
"Plot Critics","aimless",1
"Plot Critics","alternative view",1
"Plot Critics","amateur",1
"Plot Critics","amateur editing",1
"Plot Critics","amateur movies",1
"Plot Critics","amateurish",2
"Plot Critics","amateurs",1
"Plot Critics","amazingly bad",1
"Plot Critics","ambitious film",1
"Plot Critics","ancient concept",1
"Plot Critics","anemic results",1
"Plot Critics","annoying",4
"Plot Critics","annoying viewer",1
"Plot Critics","anti-climactic",1
"Plot Critics","anticlimactic",1
"Plot Critics","appalling content",1
"Plot Critics","appalling film",1
"Plot Critics","arguments",1
"Plot Critics","artistic perspective",1
"Plot Critics","atrocious dialogue",1
"Plot Critics","atrocious dubbing",1
"Plot Critics","atrocious editing",1
"Plot Critics","atrocious plot",1
"Plot Critics","atrocious writing",1
"Plot Critics","audio quality",1
"Plot Critics","avoid it",1
"Plot Critics","awful",4
"Plot Critics","awful acting",5
"Plot Critics","awful actors",1
"Plot Critics","awful as the killer",1
"Plot Critics","awful camera angles",1
"Plot Critics","awful characterisation",1
"Plot Critics","awful dialogue",1
"Plot Critics","awful material",1
"Plot Critics","awful movie",1
"Plot Critics","awful performance",1
"Plot Critics","awful script",2
"Plot Critics","awful segments",1
"Plot Critics","awfulness",1
"Plot Critics","awkward pacing",1
"Plot Critics","background",1
"Plot Critics","bad",6
"Plot Critics","bad acting",19
"Plot Critics","bad action",1
"Plot Critics","bad characters",1
"Plot Critics","bad dialog",1
"Plot Critics","bad dialogs",1
"Plot Critics","bad dialogue",7
"Plot Critics","bad direction",2
"Plot Critics","bad drama composition",1
"Plot Critics","bad ending",1
"Plot Critics","bad fighting-scenes",1
"Plot Critics","bad film",3
"Plot Critics","bad filming",1
"Plot Critics","bad films",1
"Plot Critics","bad grammar",1
"Plot Critics","bad horror",1
"Plot Critics","bad humor",1
"Plot Critics","bad joke",1
"Plot Critics","bad material",1
"Plot Critics","bad movie",5
"Plot Critics","bad plot",6
"Plot Critics","bad remake",1
"Plot Critics","bad screenplay",3
"Plot Critics","bad script",6
"Plot Critics","bad sequel",1
"Plot Critics","bad story",3
"Plot Critics","bad taste",1
"Plot Critics","bad writing",15
"Plot Critics","bad-made shooting",1
"Plot Critics","badly acted",3
"Plot Critics","badly adapted",1
"Plot Critics","badly animated",1
"Plot Critics","badly directed",1
"Plot Critics","badly done",2
"Plot Critics","badly executed",1
"Plot Critics","badly scripted",1
"Plot Critics","badly staged",1
"Plot Critics","badly written",1
"Plot Critics","badly-conceived",1
"Plot Critics","banal",1
"Plot Critics","banal subject matter",1
"Plot Critics","banality",2
"Plot Critics","baseless and flat",1
"Plot Critics","basic formula",1
"Plot Critics","battle scenes",1
"Plot Critics","believability",5
"Plot Critics","believable",3
"Plot Critics","below the belt humor",1
"Plot Critics","betrays expectations",1
"Plot Critics","better",1
"Plot Critics","better horror",1
"Plot Critics","better movie-making",1
"Plot Critics","better plot lines",1
"Plot Critics","better story",1
"Plot Critics","better than the dialog",1
"Plot Critics","better written",1
"Plot Critics","bias",1
"Plot Critics","biased",1
"Plot Critics","biographical information",1
"Plot Critics","bizarre",1
"Plot Critics","bland",1
"Plot Critics","bleak",1
"Plot Critics","bogus",1
"Plot Critics","bomb",1
"Plot Critics","bored",3
"Plot Critics","boring",48
"Plot Critics","boring film",1
"Plot Critics","boring movie",1
"Plot Critics","boring pace",1
"Plot Critics","boring plot",4
"Plot Critics","boring sequences",1
"Plot Critics","boring subplots",1
"Plot Critics","boring tale",2
"Plot Critics","brainless",1
"Plot Critics","brilliant plot",1
"Plot Critics","brilliantly written",1
"Plot Critics","build-up",1
"Plot Critics","business-related tasks",1
"Plot Critics","by-the-numbers",1
"Plot Critics","cack handed direction",1
"Plot Critics","camera work",1
"Plot Critics","cast performance",1
"Plot Critics","casting choices",1
"Plot Critics","casting terrible",1
"Plot Critics","central theme",2
"Plot Critics","chaos",1
"Plot Critics","chaotic",1
"Plot Critics","character",2
"Plot Critics","character annoyance",1
"Plot Critics","character behavior",1
"Plot Critics","character chemistry",1
"Plot Critics","character complexity",1
"Plot Critics","character depth",4
"Plot Critics","character designs",1
"Plot Critics","character development",36
"Plot Critics","character drama",1
"Plot Critics","character driven",1
"Plot Critics","character empathy",1
"Plot Critics","character failings",1
"Plot Critics","character focus",1
"Plot Critics","character inconsistencies",1
"Plot Critics","character inconsistency",1
"Plot Critics","character info",1
"Plot Critics","character logic",1
"Plot Critics","character performance",1
"Plot Critics","character portrayal",2
"Plot Critics","character relationships",3
"Plot Critics","character roles",1
"Plot Critics","character study",1
"Plot Critics","characterization",6
"Plot Critics","characters",17
"Plot Critics","characters overly simplified",1
"Plot Critics","characters' motives",1
"Plot Critics","characters' stoicism",1
"Plot Critics","charmless stories",1
"Plot Critics","cheap",1
"Plot Critics","cheap jokes",1
"Plot Critics","cheap looking",1
"Plot Critics","cheap production",1
"Plot Critics","cheap scare tactics",1
"Plot Critics","cheesy",1
"Plot Critics","cheezy dialog",1
"Plot Critics","choices",1
"Plot Critics","choreography",1
"Plot Critics","chronological order",1
"Plot Critics","cinematic liberties",1
"Plot Critics","cinematic wretchedness",1
"Plot Critics","cinematography",1
"Plot Critics","clever dialog",1
"Plot Critics","cleverly written",1
"Plot Critics","cliche",1
"Plot Critics","cliche-ridden",1
"Plot Critics","cliches",2
"Plot Critics","clichès",1
"Plot Critics","cliché",5
"Plot Critics","cliché characters",1
"Plot Critics","cliché-ridden",2
"Plot Critics","clichéd",4
"Plot Critics","clichéd acting",1
"Plot Critics","clichéd killings",1
"Plot Critics","clichéd re-heats",1
"Plot Critics","clichés",9
"Plot Critics","climax",1
"Plot Critics","clip show",1
"Plot Critics","closure",1
"Plot Critics","clueless characters",1
"Plot Critics","clumsily manufactured",1
"Plot Critics","clunky",1
"Plot Critics","clunky dialogue",1
"Plot Critics","clunky plot",1
"Plot Critics","coherence",1
"Plot Critics","coherent plot",1
"Plot Critics","cohesive",1
"Plot Critics","cohesive story",1
"Plot Critics","colorful side stories",1
"Plot Critics","comedy",2
"Plot Critics","commercialism",1
"Plot Critics","comparison",1
"Plot Critics","complex",2
"Plot Critics","complex story",1
"Plot Critics","conflict",2
"Plot Critics","confused",1
"Plot Critics","confusing",8
"Plot Critics","confusing plot",4
"Plot Critics","confusing storyline",1
"Plot Critics","confusion",1
"Plot Critics","continuity",4
"Plot Critics","continuity error",1
"Plot Critics","continuity problems",2
"Plot Critics","contradicted",1
"Plot Critics","contrived",7
"Plot Critics","contrived romance",1
"Plot Critics","convoluted",2
"Plot Critics","convoluted plot",5
"Plot Critics","convoluted stories",1
"Plot Critics","copy scenes",1
"Plot Critics","copying",1
"Plot Critics","corny",1
"Plot Critics","creative",1
"Plot Critics","creativity",1
"Plot Critics","credibility",2
"Plot Critics","credulity strained",1
"Plot Critics","criticism",1
"Plot Critics","crucial parts",1
"Plot Critics","crude humor",1
"Plot Critics","crudely drawn",1
"Plot Critics","cultural perceptions",1
"Plot Critics","cynical",1
"Plot Critics","dance numbers",1
"Plot Critics","dated",3
"Plot Critics","dated film noire",1
"Plot Critics","deadly dull",1
"Plot Critics","death scenes",1
"Plot Critics","deaths",1
"Plot Critics","decent script",1
"Plot Critics","decent story",1
"Plot Critics","deeper story",1
"Plot Critics","defies reality",1
"Plot Critics","delivery",1
"Plot Critics","depth and direction",1
"Plot Critics","derivative",3
"Plot Critics","design",1
"Plot Critics","despicable",2
"Plot Critics","despised",1
"Plot Critics","development",1
"Plot Critics","devoid of a story",1
"Plot Critics","dialog",8
"Plot Critics","dialog improvisation",1
"Plot Critics","dialog is too expositive",1
"Plot Critics","dialog was worse",1
"Plot Critics","dialogue",10
